kind,asset,date,detail,reason
source_divergence,BNB,2018-11-15,"|ln(a/b)|=0.0417 > max(0.02, day |ret|=0.0180)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BTC,2018-11-16,"|ln(a/b)|=0.0287 > max(0.02, day |ret|=0.0077)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BTC,2018-11-17,"|ln(a/b)|=0.0229 > max(0.02, day |ret|=0.0009)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,ETH,2018-11-17,"|ln(a/b)|=0.0222 > max(0.02, day |ret|=0.0017)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BNB,2018-11-17,"|ln(a/b)|=0.0256 > max(0.02, day |ret|=0.0165)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,ETH,2018-11-18,"|ln(a/b)|=0.0231 > max(0.02, day |ret|=0.0148)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BTC,2018-11-23,"|ln(a/b)|=0.0300 > max(0.02, day |ret|=0.0032)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,ETH,2018-11-23,"|ln(a/b)|=0.0289 > max(0.02, day |ret|=0.0286)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,ETH,2018-11-25,"|ln(a/b)|=0.0373 > max(0.02, day |ret|=0.0277)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BNB,2018-11-25,"|ln(a/b)|=0.0431 > max(0.02, day |ret|=0.0129)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BTC,2018-11-27,"|ln(a/b)|=0.0258 > max(0.02, day |ret|=0.0204)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BNB,2018-11-27,"|ln(a/b)|=0.0258 > max(0.02, day |ret|=0.0080)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BTC,2018-12-29,"|ln(a/b)|=0.0340 > max(0.02, day |ret|=0.0150)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,ETH,2018-12-29,"|ln(a/b)|=0.0528 > max(0.02, day |ret|=0.0354)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BNB,2018-12-29,"|ln(a/b)|=0.0315 > max(0.02, day |ret|=0.0146)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BNB,2019-02-03,"|ln(a/b)|=0.0211 > max(0.02, day |ret|=0.0200)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
few_intraday_bars,BTC,2019-03-12,215/288 bars (75%),"Binance exchange maintenance / unscheduled outage days (2018-2020), incl. the multi-day February 2018 upgrade. The daily return series (CoinMetrics reference) does not depend on Binance uptime. Realized measures on these days are computed on partial 5-minute bars and stay flagged for down-weighting in the realized-model evaluation."
few_intraday_bars,ETH,2019-03-12,216/288 bars (75%),"Binance exchange maintenance / unscheduled outage days (2018-2020), incl. the multi-day February 2018 upgrade. The daily return series (CoinMetrics reference) does not depend on Binance uptime. Realized measures on these days are computed on partial 5-minute bars and stay flagged for down-weighting in the realized-model evaluation."
source_divergence,BTC,2019-04-26,"|ln(a/b)|=0.0313 > max(0.02, day |ret|=0.0044)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,ETH,2019-04-26,"|ln(a/b)|=0.0321 > max(0.02, day |ret|=0.0060)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BNB,2019-04-26,"|ln(a/b)|=0.0297 > max(0.02, day |ret|=0.0206)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BTC,2019-04-27,"|ln(a/b)|=0.0217 > max(0.02, day |ret|=0.0061)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,ETH,2019-04-27,"|ln(a/b)|=0.0227 > max(0.02, day |ret|=0.0179)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BNB,2019-04-27,"|ln(a/b)|=0.0234 > max(0.02, day |ret|=0.0210)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BTC,2019-04-28,"|ln(a/b)|=0.0304 > max(0.02, day |ret|=0.0064)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,ETH,2019-04-28,"|ln(a/b)|=0.0296 > max(0.02, day |ret|=0.0160)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
source_divergence,BNB,2019-04-28,"|ln(a/b)|=0.0292 > max(0.02, day |ret|=0.0201)","USDT/USD basis. Binance quotes BTCUSDT / ETHUSDT (Tether). USDT traded at a discount to USD through 2018 (down to ~0.92 in Oct 2018) and re-depegged around the NY Attorney General's action against Bitfinex/Tether (filed 2019-04-25). The canonical return series uses the CoinMetrics PriceUSD reference (true USD), so the study is unaffected; the flag confirms that choice. Divergence is negligible from mid-2019."
few_intraday_bars,BTC,2019-05-15,168/288 bars (58%),"Binance exchange maintenance / unscheduled outage days (2018-2020), incl. the multi-day February 2018 upgrade. The daily return series (CoinMetrics reference) does not depend on Binance uptime. Realized measures on these days are computed on partial 5-minute bars and stay flagged for down-weighting in the realized-model evaluation."
few_intraday_bars,ETH,2019-05-15,167/288 bars (58%),"Binance exchange maintenance / unscheduled outage days (2018-2020), incl. the multi-day February 2018 upgrade. The daily return series (CoinMetrics reference) does not depend on Binance uptime. Realized measures on these days are computed on partial 5-minute bars and stay flagged for down-weighting in the realized-model evaluation."
few_intraday_bars,BTC,2019-08-15,192/288 bars (67%),"Binance exchange maintenance / unscheduled outage days (2018-2020), incl. the multi-day February 2018 upgrade. The daily return series (CoinMetrics reference) does not depend on Binance uptime. Realized measures on these days are computed on partial 5-minute bars and stay flagged for down-weighting in the realized-model evaluation."
few_intraday_bars,ETH,2019-08-15,192/288 bars (67%),"Binance exchange maintenance / unscheduled outage days (2018-2020), incl. the multi-day February 2018 upgrade. The daily return series (CoinMetrics reference) does not depend on Binance uptime. Realized measures on these days are computed on partial 5-minute bars and stay flagged for down-weighting in the realized-model evaluation."
few_intraday_bars,BTC,2020-02-19,217/288 bars (75%),"Binance exchange maintenance / unscheduled outage days (2018-2020), incl. the multi-day February 2018 upgrade. The daily return series (CoinMetrics reference) does not depend on Binance uptime. Realized measures on these days are computed on partial 5-minute bars and stay flagged for down-weighting in the realized-model evaluation."
few_intraday_bars,ETH,2020-02-19,217/288 bars (75%),"Binance exchange maintenance / unscheduled outage days (2018-2020), incl. the multi-day February 2018 upgrade. The daily return series (CoinMetrics reference) does not depend on Binance uptime. Realized measures on these days are computed on partial 5-minute bars and stay flagged for down-weighting in the realized-model evaluation."
extreme_return,BTC,2020-03-12,log_return=-0.4706,"COVID ""Black Thursday"" crash. Genuine intraday move of about -47% (BTC) and -57% (ETH), confirmed across venues. A true tail event, not a bad print."
extreme_return,ETH,2020-03-12,log_return=-0.5656,"COVID ""Black Thursday"" crash. Genuine intraday move of about -47% (BTC) and -57% (ETH), confirmed across venues. A true tail event, not a bad print."
extreme_return,BNB,2020-03-12,log_return=-0.5318,"COVID ""Black Thursday"" crash. Genuine intraday move of about -47% (BTC) and -57% (ETH), confirmed across venues. A true tail event, not a bad print."
source_divergence,BNB,2020-09-14,"|ln(a/b)|=0.0221 > max(0.02, day |ret|=0.0109)","Two isolated ~2.2-2.5% gaps between the Binance BNBUSDT close and the CoinMetrics PriceUSD snapshot on low-volatility days (asset moved ~1% and ~0.4%). Both sources agree on the price level (~$31 and ~$27.6); the gap is a snapshot-timing artefact between the exchange UTC close and the reference rate's snapshot, in thin early BNB reference coverage. The canonical series uses the CoinMetrics reference, so the study is unaffected."
source_divergence,BNB,2020-09-18,"|ln(a/b)|=0.0247 > max(0.02, day |ret|=0.0040)","Two isolated ~2.2-2.5% gaps between the Binance BNBUSDT close and the CoinMetrics PriceUSD snapshot on low-volatility days (asset moved ~1% and ~0.4%). Both sources agree on the price level (~$31 and ~$27.6); the gap is a snapshot-timing artefact between the exchange UTC close and the reference rate's snapshot, in thin early BNB reference coverage. The canonical series uses the CoinMetrics reference, so the study is unaffected."
extreme_return,BNB,2021-02-19,log_return=+0.5407,"Genuine BNB parabolic moves, confirmed on both Binance and the CoinMetrics reference. 2018-01-05: the January-2018 alt blow-off, BNB ~$9 -> ~$15 close-to-close. 2021-02-19: the BSC-hype run, BNB ~$130 -> ~$280 in a day. Both are real tail events for this asset, not bad prints."
extreme_return,SOL,2021-05-19,log_return=-0.4699,"Genuine SOL crashes. 2021-05-19: the market-wide de-leveraging (China mining-ban headlines), SOL close ~$56 -> ~$35. 2022-11-09: the FTX/Alameda collapse, to which SOL had the largest token exposure. Confirmed on Binance and the Coinbase SOL-USD reference; true tail events."
extreme_return,SOL,2022-11-09,log_return=-0.5548,"Genuine SOL crashes. 2021-05-19: the market-wide de-leveraging (China mining-ban headlines), SOL close ~$56 -> ~$35. 2022-11-09: the FTX/Alameda collapse, to which SOL had the largest token exposure. Confirmed on Binance and the Coinbase SOL-USD reference; true tail events."
